1	-3	0.03333333333333333
21	-3	0.041666666666666664
22	-3	0.041666666666666664
2	-3	0.045454545454545456
14	-3	0.047619047619047616
9	-3	0.05
13	-3	0.05263157894736842
3	-3	0.05555555555555555
5	-3	0.058823529411764705
6	-3	0.058823529411764705
11	-3	0.0625
47	-3	0.0625
18	-3	0.06666666666666667
19	-3	0.06666666666666667
45	-3	0.06666666666666667
12	-3	0.06666666666666667
51	-3	0.08333333333333333
7	-3	0.08333333333333333
36	-3	0.09090909090909091
48	-3	0.09090909090909091
33	-3	0.1
50	-3	0.1
38	-3	0.1111111111111111
35	-3	0.125
28	-3	0.14285714285714285
8	-3	0.16666666666666666
46	-3	0.16666666666666666
49	-3	0.25
27	-3	0.25
25	-3	0.3333333333333333
37	-3	0.3333333333333333
32	-3	0.5
34	-3	0.5
26	-3	0.5
31	-3	0.5
29	-3	0.5
30	-3	0.5
23	-3	1.0
41	-3	1.0
44	-3	1.0
24	-3	Infinity
17	-3	Infinity
40	-3	Infinity
20	-3	Infinity
42	-3	Infinity
4	-3	Infinity
39	-3	Infinity
15	-3	Infinity
10	-3	Infinity
16	-3	Infinity
43	-3	Infinity
